BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Abstract,Custom2,Custom3,Custom4,Custom5
7,,,"Ioannou, Soula; Kouta, Christiana; Constantinidou, Maria & Ellina, Panayiota",Sexuality education as a collective responsibility: a new health education curriculum in Cyprus,Sex Education,14,4,July,375--386,2014,,,http://dx.doi.org/10.1080/14681811.2014.918031,Sex Education,,,,,Routledge,,,,,,,"The development of health promotion is typically viewed as a reaction against both the excessive responsibility placed on individuals concerning their health-related choices and the absence of recognition of environmental factors associated with personal decision making. What though does sexuality education mean from the perspective of health promotion? According to one approach, it implies the existence of a curriculum that recognises the environmental factors affecting sexuality and sexual behaviour. It also suggests a curriculum that aims to empower students to engage with risky sexual behaviour, not just as a personal issue but also as a social matter. The emphasis is placed not merely on developing personal knowledge and skills associated with sexuality and sexual behaviour but on enabling active citizens to protect themselves and their co-citizens from sexual risks and to promote healthy sexuality. This paper discusses such a health promotion perspective in relation to the sexuality education curriculum as recently developed in Cyprus. It demonstrates how a health promotion perspective in relation to sex education can be translated into the establishment of learning objectives, appropriate pedagogic methods and the development of school materials. The development of health promotion is typically viewed as a reaction against both the excessive responsibility placed on individuals concerning their health-related choices and the absence of recognition of environmental factors associated with personal decision making. What though does sexuality education mean from the perspective of health promotion? According to one approach, it implies the existence of a curriculum that recognises the environmental factors affecting sexuality and sexual behaviour. It also suggests a curriculum that aims to empower students to engage with risky sexual behaviour, not just as a personal issue but also as a social matter. The emphasis is placed not merely on developing personal knowledge and skills associated with sexuality and sexual behaviour but on enabling active citizens to protect themselves and their co-citizens from sexual risks and to promote healthy sexuality. This paper discusses such a health promotion perspective in relation to the sexuality education curriculum as recently developed in Cyprus. It demonstrates how a health promotion perspective in relation to sex education can be translated into the establishment of learning objectives, appropriate pedagogic methods and the development of school materials.",doi: 10.1080/14681811.2014.918031,,,
7,,,"João, Elsa & McLauchlan, Anna",Would you do SEA if you didn't have to?- Reflections on acceptance or rejection of the SEA process,Impact Assessment and Project Appraisal,32,2,April,87--97,2014,,,http://dx.doi.org/10.1080/14615517.2014.889265,Impact Assessment and Project Appraisal,,,,,Taylor & Francis,,,,,,,"Strategic environmental assessment (SEA) is undertaken in more than 60 countries worldwide. Support to the SEA process can range from formal legal requirements to voluntary ?ad hoc? approaches. In the cases where SEA is legally required, such as in Europe where the SEA Directive sets a framework for SEA legislation in 28 countries, practitioners may engage with SEA but in a reluctant way. This paper reports on a unique survey of 203 key people responsible for implementing the SEA legislative requirement in Scotland. The majority (53%) of the 187 practitioners who answered the hypothetical question ?If SEA was not compulsory, would you do it?? said ?Yes?. However, results suggest that the responses were much nuanced. Practitioners were asked to explicate their reasoning and, irrespective of whether the answer was ?yes? or ?no?, common themes were evident in accompanying remarks. This paper enables reflection on reasons for acceptance or rejection of the SEA process by discussing: the perception that a similar process to SEA is already being done, the problem with lack of resources, the call for a ?leaner process? and the difficulties of undertaking SEA when conditions are already determined at a higher ?tier?. Strategic environmental assessment (SEA) is undertaken in more than 60 countries worldwide. Support to the SEA process can range from formal legal requirements to voluntary ?ad hoc? approaches. In the cases where SEA is legally required, such as in Europe where the SEA Directive sets a framework for SEA legislation in 28 countries, practitioners may engage with SEA but in a reluctant way. This paper reports on a unique survey of 203 key people responsible for implementing the SEA legislative requirement in Scotland. The majority (53%) of the 187 practitioners who answered the hypothetical question ?If SEA was not compulsory, would you do it?? said ?Yes?. However, results suggest that the responses were much nuanced. Practitioners were asked to explicate their reasoning and, irrespective of whether the answer was ?yes? or ?no?, common themes were evident in accompanying remarks. This paper enables reflection on reasons for acceptance or rejection of the SEA process by discussing: the perception that a similar process to SEA is already being done, the problem with lack of resources, the call for a ?leaner process? and the difficulties of undertaking SEA when conditions are already determined at a higher ?tier?.",doi: 10.1080/14615517.2014.889265,,,
7,,,"Kobayashi, Tetsuro & Boase, Jeffrey",No Such Effect? The Implications of Measurement Error in Self-Report Measures of Mobile Communication Use,Communication Methods and Measures,6,2,April,126--143,2012,,,http://dx.doi.org/10.1080/19312458.2012.679243,Communication Methods and Measures,,,,,Routledge,,,,,,,"Research on the social and psychological effects of mobile phone communication primarily is conducted using self-report measures of use. However, recent studies have suggested such measures of mobile phone communication use contain a significant amount of measurement error. This study compares the frequency of mobile phone use measured by self-report questions with error-free log data automatically collected through an Android smartphone application. Using data from 310 Android phone users in Japan, we investigate the extent to which nonrandom measurement error exists in self-report responses to questions about mobile phone use and predictors of this error. Our analysis shows that users generally overreport their frequency of mobile communication and that overestimation is better predicted by proxy measures of social activity than demographic variables. We further show an example of how overreporting can result in an overestimation of the effects of mediated communication on civic engagement. Finally, the value of behavioral log data in mediated communication research is discussed. Research on the social and psychological effects of mobile phone communication primarily is conducted using self-report measures of use. However, recent studies have suggested such measures of mobile phone communication use contain a significant amount of measurement error. This study compares the frequency of mobile phone use measured by self-report questions with error-free log data automatically collected through an Android smartphone application. Using data from 310 Android phone users in Japan, we investigate the extent to which nonrandom measurement error exists in self-report responses to questions about mobile phone use and predictors of this error. Our analysis shows that users generally overreport their frequency of mobile communication and that overestimation is better predicted by proxy measures of social activity than demographic variables. We further show an example of how overreporting can result in an overestimation of the effects of mediated communication on civic engagement. Finally, the value of behavioral log data in mediated communication research is discussed.",doi: 10.1080/19312458.2012.679243,,,
7,,,"Li, Jun & Wang, Hongbo",Home Ownership and Political Participation in Urban China,Chinese Sociological Review,44,4,July,58--81,2012,,,http://www.tandfonline.com/doi/abs/10.2753/CSA2162-0555440403,Chinese Sociological Review,,,,,Routledge,,,,,,,"This paper examines the impact of private home ownership on the tendency to engage in neighborhood-level politics among urban Chinese citizens. We focus on voting in neighborhood Residents' Committee elections as well as local legislative elections, highlighting the role of the neighborhood type on voting. Our analysis of the 2005 China General Social Survey data reveals that homeowners are more likely than nonowners to vote in both elections, lending support to a conservatizing effect of private home ownership. However, this effect seems to exist only in neighborhoods consisting mainly of commercial housing units as opposed to previously state-owned housing. The implications of these findings for China's political future are discussed. This paper examines the impact of private home ownership on the tendency to engage in neighborhood-level politics among urban Chinese citizens. We focus on voting in neighborhood Residents' Committee elections as well as local legislative elections, highlighting the role of the neighborhood type on voting. Our analysis of the 2005 China General Social Survey data reveals that homeowners are more likely than nonowners to vote in both elections, lending support to a conservatizing effect of private home ownership. However, this effect seems to exist only in neighborhoods consisting mainly of commercial housing units as opposed to previously state-owned housing. The implications of these findings for China's political future are discussed.",doi: 10.2753/CSA2162-0555440403,,,
7,,,"Lohwater, Tiffany",Science in the Obama Administration,Museums & Social Issues,4,1,April,15--20,2009,,,http://dx.doi.org/10.1179/msi.2009.4.1.15,Museums & Social Issues,,,,,Routledge,,,,,,,"AbstractPresident Obama has stated his intent to reclaim science as a political and social necessity, and has backed words with action: highlighting scientific issues that impact all of us, appointing prominent scientists to his administration, and using public policy and funding to further scientific studies. These and similar initiatives may provide museums and science educators with increasing opportunities to facilitate meaningful dialogue about science and technology-related issues. The socially sensitive nature of many of these issues and the need for public engagement require public programs to move beyond education to discussion. Centers of informal learning are especially apt institutions to meet these needs and to empower society around science. Science centers and museums have begun to encourage citizens to participate actively in dialogues and debates; and as science blossoms at all levels of U.S. society, this role should only grow. AbstractPresident Obama has stated his intent to reclaim science as a political and social necessity, and has backed words with action: highlighting scientific issues that impact all of us, appointing prominent scientists to his administration, and using public policy and funding to further scientific studies. These and similar initiatives may provide museums and science educators with increasing opportunities to facilitate meaningful dialogue about science and technology-related issues. The socially sensitive nature of many of these issues and the need for public engagement require public programs to move beyond education to discussion. Centers of informal learning are especially apt institutions to meet these needs and to empower society around science. Science centers and museums have begun to encourage citizens to participate actively in dialogues and debates; and as science blossoms at all levels of U.S. society, this role should only grow.",doi: 10.1179/msi.2009.4.1.15,,,
7,,,"Ludvig, Kjerstin; Stenberg, Ann-Charlotte & Gluch, Pernilla",The value of communicative skills for developing an energy strategy,Building Research & Information,41,6,November,611--621,2013,,,http://dx.doi.org/10.1080/09613218.2013.800735,Building Research & Information,,,,,Routledge,,,,,,,"A case study is presented of how a public-sector client organization engaged with a political directive on energy efficiency in buildings. The value of communication skills of built environment professionals is explored during a strategic change process. An interpretative approach is used to study the organizational discussions and interactions between mainly a senior engineer (an energy expert), the management team and officials. It demonstrates how the political directive led to an initially ambiguous energy target, but was successfully framed, contextualized and anchored within the organization. This change process was shaped by key actors? ability to influence others. Use of discursive competence is important for explaining what stakeholders may gain from the changes needed to meet the energy target. The focus on the role of a senior engineer (middle management rather than top management) provides a novel perspective on how strategies develop and are adopted in organizations. A case study is presented of how a public-sector client organization engaged with a political directive on energy efficiency in buildings. The value of communication skills of built environment professionals is explored during a strategic change process. An interpretative approach is used to study the organizational discussions and interactions between mainly a senior engineer (an energy expert), the management team and officials. It demonstrates how the political directive led to an initially ambiguous energy target, but was successfully framed, contextualized and anchored within the organization. This change process was shaped by key actors? ability to influence others. Use of discursive competence is important for explaining what stakeholders may gain from the changes needed to meet the energy target. The focus on the role of a senior engineer (middle management rather than top management) provides a novel perspective on how strategies develop and are adopted in organizations.",doi: 10.1080/09613218.2013.800735,,,
7,,,"McElduff, Linda; Peel, Deborah; Ritchie, Heather & Lloyd, Michael Gregory",The Octagon Values Model: community resilience and coastal regeneration,"Urban, Planning and Transport Research",4,1,January,1--25,2016,,,http://dx.doi.org/10.1080/21650020.2015.1124735,"Urban, Planning and Transport Research",,,,,Routledge,,,,,,,"AbstractThis paper considers efforts to build community resilience through bottom-up responses to socioeconomic and environmental change in coastal communities on the island of Ireland. The discussion adds to a growing body of research which suggests that regeneration initiatives which do not consider a community?s resilience to change will fail to catalyse the changes needed to put that place on a more sustainable trajectory. The Octagon Values Model is presented as a heuristic device for exploring this potentially complimentary and co-influencing relationship between regeneration and resilience building. When applied to two case studies of coastal Transition Towns, the Model illustrates how, in practical terms, resilience may be used to tap into personal concerns to mobilise civil engagement in specific local regeneration initiatives. The discussion highlights some of the perennial practical obstacles confronting voluntary-based, community-level activities which raise questions for the generation of proactive community resilience responses and modes of governance. In capturing environmental, economic, social and governance value domains, the Octagon Values Model illustrates that reconciling values and resource use is critical to both regeneration and resilience ambitions. AbstractThis paper considers efforts to build community resilience through bottom-up responses to socioeconomic and environmental change in coastal communities on the island of Ireland. The discussion adds to a growing body of research which suggests that regeneration initiatives which do not consider a community?s resilience to change will fail to catalyse the changes needed to put that place on a more sustainable trajectory. The Octagon Values Model is presented as a heuristic device for exploring this potentially complimentary and co-influencing relationship between regeneration and resilience building. When applied to two case studies of coastal Transition Towns, the Model illustrates how, in practical terms, resilience may be used to tap into personal concerns to mobilise civil engagement in specific local regeneration initiatives. The discussion highlights some of the perennial practical obstacles confronting voluntary-based, community-level activities which raise questions for the generation of proactive community resilience responses and modes of governance. In capturing environmental, economic, social and governance value domains, the Octagon Values Model illustrates that reconciling values and resource use is critical to both regeneration and resilience ambitions.",doi: 10.1080/21650020.2015.1124735,,,
7,,,"Naser-Najjab, Nadia",Palestinian youth and the Arab Spring. Learning to think critically: a case study,Contemporary Arab Affairs,5,2,April,279--291,2012,,,http://dx.doi.org/10.1080/17550912.2012.672000,Contemporary Arab Affairs,,,,,Routledge,,,,,,,"The subject of this paper is a case study based on evidence gathered informally through delivery of a course at Birzeit University entitled ?Modern and Contemporary European Civilization? and from end-of-semester evaluations that asked students to reflect on the impact of the course on their lives. The author is, naturally, aware of the limitation of the methodology used in this study, and does not claim that its findings can be generalized authoritatively to a wider group of people in the Arab world. What is clear, however, if one considers reviews of internet blogs and media programme debates, is that extrapolations from this evidence have wider reference, revealing commonalities and similarities between Palestinians living in the Occupied Territories and Arab youth involved in the Arab Spring on the subject of political reform. The discussions engaged in by my students actually parallel the debates generated by traditionalists and secularists in post-revolution Egypt and Tunisia. These debates revolve around what it means to live in a civil, democratic state that grants social justice and freedoms, and crucially, at present led by scholars and politicians, address the possibility of reconciling the concept of modernity with Islam and the legislative framework of Islamic law (shar??ah). It could be argued that the data collected are specific to this one case study, since Palestinians living under Israeli occupation form a unique group in the Arab world and probably are more concerned with basic issues of daily life and more sensitive to Western concepts of modernity. The significance of this data is, however, that gathered during the Arab Spring, they were based on reactions to material covered in a class which related to issues raised by the Arab revolutions, such as democracy, liberalism and revolution. Furthermore, these tentative findings suggest that more research is needed into issues such as the role of education, gender, tolerance and the reconciliation of Islam with modernity ? areas of interest which are of particular importance at a time when Islamic groups are winning elections and debates on concepts of authority, democracy and liberalism occupy the foreground of media programmes in countries such as Egypt and Tunisia. The subject of this paper is a case study based on evidence gathered informally through delivery of a course at Birzeit University entitled ?Modern and Contemporary European Civilization? and from end-of-semester evaluations that asked students to reflect on the impact of the course on their lives. The author is, naturally, aware of the limitation of the methodology used in this study, and does not claim that its findings can be generalized authoritatively to a wider group of people in the Arab world. What is clear, however, if one considers reviews of internet blogs and media programme debates, is that extrapolations from this evidence have wider reference, revealing commonalities and similarities between Palestinians living in the Occupied Territories and Arab youth involved in the Arab Spring on the subject of political reform. The discussions engaged in by my students actually parallel the debates generated by traditionalists and secularists in post-revolution Egypt and Tunisia. These debates revolve around what it means to live in a civil, democratic state that grants social justice and freedoms, and crucially, at present led by scholars and politicians, address the possibility of reconciling the concept of modernity with Islam and the legislative framework of Islamic law (shar??ah). It could be argued that the data collected are specific to this one case study, since Palestinians living under Israeli occupation form a unique group in the Arab world and probably are more concerned with basic issues of daily life and more sensitive to Western concepts of modernity. The significance of this data is, however, that gathered during the Arab Spring, they were based on reactions to material covered in a class which related to issues raised by the Arab revolutions, such as democracy, liberalism and revolution. Furthermore, these tentative findings suggest that more research is needed into issues such as the role of education, gender, tolerance and the reconciliation of Islam with modernity ? areas of interest which are of particular importance at a time when Islamic groups are winning elections and debates on concepts of authority, democracy and liberalism occupy the foreground of media programmes in countries such as Egypt and Tunisia.",doi: 10.1080/17550912.2012.672000,,,
7,,,"Ness, Jennifer & Williams, Peter W.",Dialogue Management Factors: A 2010 Vancouver Winter Olympic and Paralympic Games Case,Journal of Teaching in Travel & Tourism,8,2-3,February,193--221,2009,,,http://dx.doi.org/10.1080/15313220802634166,Journal of Teaching in Travel & Tourism,,,,,Routledge,,,,,,,"ABSTRACT Dialogue is a process of inquiry and learning that is based on openness, listening, developing meaning, and sharing knowledge through conversation. It is a collaborative approach to discussion that seeks to build awareness, challenge assumptions, and reach deeper understandings of issues. From a pedagogical perspective, it has the potential to be a useful alternative to more traditional teaching methods?especially with respect to helping students develop their communication, critical thinking, and analytical skills. While the importance of employing various dialogic management principles in various applied dispute resolution settings is well documented in the literature, little empirical evidence concerning the relative worth of such factors in teaching environments exists. This is especially the case in tourism and hospitality teaching contexts. This article identifies the perceived worth of these factors in shaping dialogues tied to the conflicted and complex topic of hallmark event management. It uses the perspectives of university students participating in a unique ?Semester in Dialogue? program focusing on Vancouver's forthcoming 2010 Winter Olympic and Paralympic Games to measure the value of these factors. The findings suggest that (a) specific management practices related to organizing, planning, and moderating dialogues can create useful learning opportunities for students and other civil society members and (b) well managed dialogues are effective teaching vehicles not only for exploring complex tourism management issues but also for engaging students in discussions that push participants from firmly held positions to new territories of shared learning and mutual understanding. ABSTRACT Dialogue is a process of inquiry and learning that is based on openness, listening, developing meaning, and sharing knowledge through conversation. It is a collaborative approach to discussion that seeks to build awareness, challenge assumptions, and reach deeper understandings of issues. From a pedagogical perspective, it has the potential to be a useful alternative to more traditional teaching methods?especially with respect to helping students develop their communication, critical thinking, and analytical skills. While the importance of employing various dialogic management principles in various applied dispute resolution settings is well documented in the literature, little empirical evidence concerning the relative worth of such factors in teaching environments exists. This is especially the case in tourism and hospitality teaching contexts. This article identifies the perceived worth of these factors in shaping dialogues tied to the conflicted and complex topic of hallmark event management. It uses the perspectives of university students participating in a unique ?Semester in Dialogue? program focusing on Vancouver's forthcoming 2010 Winter Olympic and Paralympic Games to measure the value of these factors. The findings suggest that (a) specific management practices related to organizing, planning, and moderating dialogues can create useful learning opportunities for students and other civil society members and (b) well managed dialogues are effective teaching vehicles not only for exploring complex tourism management issues but also for engaging students in discussions that push participants from firmly held positions to new territories of shared learning and mutual understanding.",doi: 10.1080/15313220802634166,,,
7,,,"Nieuwelink, Hessel; Dekker, Paul; Geijsel, Femke & ten Dam, Geert",‘Democracy always comes first’: adolescents’ views on decision-making in everyday life and political democracy,Journal of Youth Studies,,,January,1--17,2016,,,http://www.tandfonline.com/doi/abs/10.1080/13676261.2015.1136053,Journal of Youth Studies,,,,,Routledge,,,,,,,"ABSTRACTResearch shows adolescents to be positively oriented towards democracy, but little is known about what it actually means to them and what their views are on decision-making in both everyday situations and political democracy. To gain insight into these aspects of adolescents? democratic views, we have interviewed 40 Dutch adolescents from second grade of different types of high school. Potential conflict between various democratic principles prevalent in everyday life situations was discussed and compared to how they view decision-making in political democracy. The results of our qualitative study showed that adolescents? views on issues concerning collective decision-making in everyday situations are quite rich and reflect different models of democracy (majoritarian, consensual, and deliberative). Moreover, how adolescents deal with tensions between democratic principles in everyday life situations varies. While some adolescents combine several principles (for instance, majority rule as a last resort after trying to find broader consensus), other adolescents tend to strictly focus on only one of these principles. Adolescents? views on political democracy, however, are rather limited and one-dimensional. Those adolescents who seemed to have a more explicit picture of political democracy often preferred a strict focus on majority rule, neglecting minority interests. ABSTRACTResearch shows adolescents to be positively oriented towards democracy, but little is known about what it actually means to them and what their views are on decision-making in both everyday situations and political democracy. To gain insight into these aspects of adolescents? democratic views, we have interviewed 40 Dutch adolescents from second grade of different types of high school. Potential conflict between various democratic principles prevalent in everyday life situations was discussed and compared to how they view decision-making in political democracy. The results of our qualitative study showed that adolescents? views on issues concerning collective decision-making in everyday situations are quite rich and reflect different models of democracy (majoritarian, consensual, and deliberative). Moreover, how adolescents deal with tensions between democratic principles in everyday life situations varies. While some adolescents combine several principles (for instance, majority rule as a last resort after trying to find broader consensus), other adolescents tend to strictly focus on only one of these principles. Adolescents? views on political democracy, however, are rather limited and one-dimensional. Those adolescents who seemed to have a more explicit picture of political democracy often preferred a strict focus on majority rule, neglecting minority interests.",doi: 10.1080/13676261.2015.1136053,,,
7,,,"O'Donnell, Penny","Journalism, change and listening practices",Continuum,23,4,August,503--517,2009,,,http://www.tandfonline.com/doi/abs/10.1080/10304310903015720,Continuum,,,,,Routledge,,,,,,,"This paper develops a theoretical account of listening as the ?anchoring practice? for change in all types of contemporary journalism. It contests the technological determinism implied in claims that citizen journalism will ?naturally? help us to listen. Instead, the paper makes the case for theorizing media as practice, attending to the practical and symbolic dimensions of the work needed to redistribute communicative power, and recognizing editorial vision, communicative expertise and financial resources as decisive factors in enabling ?everyday people? to speak, listen and be heard in the media. Three examples of media practices anchored in new approaches to listening are discussed: purposeful cross-cultural communication in SBS Radio, GetUp!'s strategic use of television advertising to achieve a public hearing for dissent, and the bridgeblogging activities of Global Voices that facilitate intercultural dialogue between strangers. Helping people to listen to and hear unfamiliar voices, break silences, and establish meaningful dialogue across difference and disparity can be difficult and costly work. Approaching media as practice provides a productive way of analysing not only the complex range of aural experiences, political interventions, and journalistic activities that emerge when we ask what people are doing in relation to listening, but also the rationales they offer for the turn to listening in journalism and media practice. This paper develops a theoretical account of listening as the ?anchoring practice? for change in all types of contemporary journalism. It contests the technological determinism implied in claims that citizen journalism will ?naturally? help us to listen. Instead, the paper makes the case for theorizing media as practice, attending to the practical and symbolic dimensions of the work needed to redistribute communicative power, and recognizing editorial vision, communicative expertise and financial resources as decisive factors in enabling ?everyday people? to speak, listen and be heard in the media. Three examples of media practices anchored in new approaches to listening are discussed: purposeful cross-cultural communication in SBS Radio, GetUp!'s strategic use of television advertising to achieve a public hearing for dissent, and the bridgeblogging activities of Global Voices that facilitate intercultural dialogue between strangers. Helping people to listen to and hear unfamiliar voices, break silences, and establish meaningful dialogue across difference and disparity can be difficult and costly work. Approaching media as practice provides a productive way of analysing not only the complex range of aural experiences, political interventions, and journalistic activities that emerge when we ask what people are doing in relation to listening, but also the rationales they offer for the turn to listening in journalism and media practice.",doi: 10.1080/10304310903015720,,,
7,,,"O'Donnell, Penny; Lloyd, Justine & Dreher, Tanja","Listening, pathbuilding and continuations: A research agenda for the analysis of listening",Continuum,23,4,August,423--439,2009,,,http://www.tandfonline.com/doi/abs/10.1080/10304310903056252,Continuum,,,,,Routledge,,,,,,,"This introductory paper posits ?listening? as a rubric for reframing contemporary media theory and practice. We propose moving beyond questions of voice, speaking and representation to focus on often-ignored questions of listening as the ?other side? of communication. This article sets out the ways in which it may be possible to address the neglected question of listening, not in isolation but rather, following Susan Bickford's notion of ?pathbuilding?, through explorations of speaking and listening, voice and hearing, logos and interpretation/deconstruction. The article argues for more receptive forms of public discourse and media practice, while seeking to place the recent problematization of listening in a critical framework. Through a survey of theorizations of listening and explication of their research agenda, the authors consider listening in relation to conflict and inequality in diverse practices of citizenship. A central aim is to push discussion of listening practices beyond individual, personal, and private forms of discourse and to identify a spectrum of listening practices that complicate the speaking/listening binary. This introductory paper posits ?listening? as a rubric for reframing contemporary media theory and practice. We propose moving beyond questions of voice, speaking and representation to focus on often-ignored questions of listening as the ?other side? of communication. This article sets out the ways in which it may be possible to address the neglected question of listening, not in isolation but rather, following Susan Bickford's notion of ?pathbuilding?, through explorations of speaking and listening, voice and hearing, logos and interpretation/deconstruction. The article argues for more receptive forms of public discourse and media practice, while seeking to place the recent problematization of listening in a critical framework. Through a survey of theorizations of listening and explication of their research agenda, the authors consider listening in relation to conflict and inequality in diverse practices of citizenship. A central aim is to push discussion of listening practices beyond individual, personal, and private forms of discourse and to identify a spectrum of listening practices that complicate the speaking/listening binary.",doi: 10.1080/10304310903056252,,,
7,,,"Ojha, Hemant R.; Khatri, Dil B.; Shrestha, Krishna K.; Bhattarai, Basundhara; Baral, Jagadish C.; Basnett, Bimbika Sijapati; Goutam, Keshab; Sunam, Ramesh; Banjade, Mani R.; Jana, Sudeep; Bushley, Bryan; Dhungana, Sindhu Prasad & Paudel, Dinesh","Can Evidence and Voice Influence Policy? A Critical Assessment of Nepal's Forestry Sector Strategy, 2014",Society & Natural Resources,29,3,March,357--373,2016,,,http://dx.doi.org/10.1080/08941920.2015.1122851,Society & Natural Resources,,,,,Routledge,,,,,,,"This article examines Nepal's recently prepared Forestry Sector Strategy (FSS) (as of 2014) in terms of the use of scientific evidence and the quality of stakeholder participation. By reviewing the content and analyzing the context of its development during 2012?2014, we found that the transitional politics and overt influence of international development agencies dominated the process and content of the FSS. Although the FSS was developed through a significant stakeholder engagement, there was limited use of the available scientific evidence. The FSS was narrowly conceived as a deliverable of supporting aid programs, with limited demand for a politically meaningful policy processes. While civil society groups were consulted, they largely failed to present an independent voice due to their dependence on funding agencies. Our assessment calls for rethinking policy development in a way that facilitates assertive and independent participation by a range of actors and make better use of the available research. This article examines Nepal's recently prepared Forestry Sector Strategy (FSS) (as of 2014) in terms of the use of scientific evidence and the quality of stakeholder participation. By reviewing the content and analyzing the context of its development during 2012?2014, we found that the transitional politics and overt influence of international development agencies dominated the process and content of the FSS. Although the FSS was developed through a significant stakeholder engagement, there was limited use of the available scientific evidence. The FSS was narrowly conceived as a deliverable of supporting aid programs, with limited demand for a politically meaningful policy processes. While civil society groups were consulted, they largely failed to present an independent voice due to their dependence on funding agencies. Our assessment calls for rethinking policy development in a way that facilitates assertive and independent participation by a range of actors and make better use of the available research.",doi: 10.1080/08941920.2015.1122851,,,
7,,,"Reed, Pam & Butler, Tamara",Flipping the Script: When Service-Learning Recipients Become Service-Learning Givers,Theory Into Practice,54,1,January,55--62,2015,,,http://dx.doi.org/10.1080/00405841.2015.977663,Theory Into Practice,,,,,Routledge,,,,,,,"Urban education is a complex system that is often shrouded in stereotypes, labels, and barriers. Service-learning is well-entrenched in suburban institutions, but is a fledgling or grassroots organization in the urban education community. Often, suburban service-learning initiatives have taken the tone of community service in that it is often directed (albeit often inadvertently) at lower socio-economic families (e.g., to help the homeless, fill the food banks for the hungry, participate in clothing drives). Such initiatives leave some urban students feeling disenfranchised, powerless, and dependent. However, critical service-learning in urban schools can provide a connection to the community, as well as a sense of empowerment, confidence, and intrinsic motivation (Mitchell, 2007). When urban students see themselves as vital, powerful participants in giving back instead of being given to, they become critical partners, young leaders, and civically engaged citizens. Therefore, in this article, Pam, a middle school educator, and Tamara, a service-learning partner, examine how a teacher can institute critical service-learning programs in an urban classroom. By highlighting a teacher's intrinsic and extrinsic shifts, practical applications, and students' collaborations and reflections, this article illustrates how to move to critical service-learning in urban contexts. This examination has implications for how specific critical service-learning components can help teachers work with students to move toward socio-emotional growth. Urban education is a complex system that is often shrouded in stereotypes, labels, and barriers. Service-learning is well-entrenched in suburban institutions, but is a fledgling or grassroots organization in the urban education community. Often, suburban service-learning initiatives have taken the tone of community service in that it is often directed (albeit often inadvertently) at lower socio-economic families (e.g., to help the homeless, fill the food banks for the hungry, participate in clothing drives). Such initiatives leave some urban students feeling disenfranchised, powerless, and dependent. However, critical service-learning in urban schools can provide a connection to the community, as well as a sense of empowerment, confidence, and intrinsic motivation (Mitchell, 2007). When urban students see themselves as vital, powerful participants in giving back instead of being given to, they become critical partners, young leaders, and civically engaged citizens. Therefore, in this article, Pam, a middle school educator, and Tamara, a service-learning partner, examine how a teacher can institute critical service-learning programs in an urban classroom. By highlighting a teacher's intrinsic and extrinsic shifts, practical applications, and students' collaborations and reflections, this article illustrates how to move to critical service-learning in urban contexts. This examination has implications for how specific critical service-learning components can help teachers work with students to move toward socio-emotional growth.",doi: 10.1080/00405841.2015.977663,,,
7,,,"Schaller, David T.",The Meaning Makes It Fun,Journal of Museum Education,36,3,September,261--268,2011,,,http://dx.doi.org/10.1080/10598650.2011.11510707,Journal of Museum Education,,,,,Routledge,,,,,,,"AbstractMuseum games can be a powerful meaning-making experience for players, but only if we understand that what makes games fun is also what makes them meaningful. Renowned game designer Sid Meier (Civilization, Railroad Tycoon, Pirates) famously defined a good game as ?a series of interesting choices.? What makes choices interesting? The same things that make them meaningful: consequences, context, and a sawy appeal to human psychology. When designed well, these choices can make even mundane content meaningful. So imagine the possibilities when we use the stuff of museums?art, science, history, and technology?as our content and context. Whether creating a game or a simpler activity, we can draw on principles of game design to weave a series of interesting choices that honors our real-world content while engaging visitors in thoughtful ways. This article considers that most common type of ?game??the quiz?before analyzing the board game Monopoly for attributes of interesting choices, and finally discusses how those attributes are built into several games for cultural institutions. AbstractMuseum games can be a powerful meaning-making experience for players, but only if we understand that what makes games fun is also what makes them meaningful. Renowned game designer Sid Meier (Civilization, Railroad Tycoon, Pirates) famously defined a good game as ?a series of interesting choices.? What makes choices interesting? The same things that make them meaningful: consequences, context, and a sawy appeal to human psychology. When designed well, these choices can make even mundane content meaningful. So imagine the possibilities when we use the stuff of museums?art, science, history, and technology?as our content and context. Whether creating a game or a simpler activity, we can draw on principles of game design to weave a series of interesting choices that honors our real-world content while engaging visitors in thoughtful ways. This article considers that most common type of ?game??the quiz?before analyzing the board game Monopoly for attributes of interesting choices, and finally discusses how those attributes are built into several games for cultural institutions.",doi: 10.1080/10598650.2011.11510707,,,
